FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_ MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_ MCAL_ MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_ IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_ OP_ OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CURR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER_REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106380964,CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE'S CAMPUS,1/1/2010,12/31/2010,365,Audited,Incl. Ind. Audit Adj.,San Francisco,4,423,Non-Profit,General,Comparable,,(415) 647-8600,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110-4403,"WARREN BROWNER, MD",CEO,CPMC.ORG,SUTTER HEALTH,SUSAN ADAMS,SUTTER HEALTH,0,05-0055,HSC00055F,ZZR00055F,229,229,229,"10,569","3,030","18,684","1,942",0,364,"4,005","1,254",961,"40,809","1,239",336,"1,100",514,0,80,589,350,80,"4,288",150,0,0,0,79,0,"18,181",0,0,0,"22,628",0,"3,883",0,0,0,405,0,48.80,48.80,9.50,4.70,8,"1,796",821,"21,198","2,681","11,394","13,476",0,"3,367","30,502","3,616","5,048","91,282","26,439","2,981",0,"62,560",0,9,"99,040","101,481",774,"1,419",678,239,"518,040,607","405,818,974",0,"112,221,633","1,125,556","138,262,239","(24,915,050)","1,100,631","1,093,887",0,0,"(24,908,306)","188,742,252","34,988,880","294,309,475","106,583,586","29,247,086","155,671,631","22,399,772",0,"4,602,622","42,986,717","11,731,260","9,950,326","383,173,000","36,183,915","6,557,609","13,117,323","15,378,895",0,"5,320,764","44,126,935","4,625,233","9,556,933","134,867,607","116,327,917","29,458,861","138,886,240","30,017,052","(2,352,588)",0,"7,318,148","47,990,049","6,449,919",0,"19,445,489",0,"12,277,887",0,0,0,0,"26,195,641","6,339,399","29,141,814","7,356,723",0,"2,197,018","38,455,095",0,"2,535,943",0,0,"6,744",0,0,0,"32,763,464","6,736,426","30,890,973",0,0,0,"13,288","24,299,378","11,726,378","27,392,529","4,439,803","46,213,242","22,898,460","6,016,104","1,804,571","11,071,263","33,010,272","5,858,061","841,142","383,568",0,"10,165,556","17,737,334",0,"31,369,671","14,975,885",0,0,"64,082,890","122,202,357","6,497,226",0,"(64,616,693)","64,082,890",0,"87,887,926","(71,775,294)","42,667,548","36,267,262","82,648,211","51,278,540",0,0,0,0,0,0,0,615,251,"1,117,849","177,143","1,294,992",218,1,"50,677","248,713","327,218","58,761","123,044","157,821","127,390","8,446","12,769","3,010","408,913","68,936","246,277",0,"245,834","84,359","57,720","5,810","481,250","78,644","285,252",0,"280,347","95,168","67,336","6,995"
106364050,CANYON RIDGE HOSPITAL,1/1/2010,12/31/2010,365,Audited,Excl. Ind. Audit Adj.,San Bernardino,12,1207,Investor,Psychiatric,Comparable,,(909) 590-3700,5353 G STREET,CHINO,91710,CINDY BROWN,CEO,WWW.CANYONRIDGEHOSPITAL.COM,"UNIVERSAL HEALTH SERVICES, INC",RUTH ANN SMOTHERMAN,"UNIVERSAL HEALTH SERVICES, INC",0,05-4111,,HSP34116J,106,106,106,"6,058",0,0,"5,068",963,0,"15,993",285,2,"28,369",526,0,0,886,312,0,"2,711",97,1,"4,533",0,106,0,0,0,0,0,"28,369",0,0,0,0,0,"4,533",0,0,0,0,73.30,73.30,6.30,6.30,0,0,0,"6,179",0,0,0,0,0,"4,877",0,0,"11,056",0,0,0,0,0,0,0,0,0,0,0,0,"34,724,423","12,662,181",0,"22,062,242","15,531","15,912,624","6,165,149","41,467",0,0,0,"6,206,616","29,630,339","4,163,400","930,684","6,402,409",0,0,"5,288,444","1,005,693",0,"17,559,589","300,252","2,075","30,558,462","2,444,986",0,0,0,0,0,"1,720,975",0,0,"4,165,961","3,118,716",0,0,"2,212,216",0,"28,940",0,"6,318,580","602,945",0,"380,784",0,0,0,0,0,0,"5,590,810",0,0,"2,977,176","565,027",0,"12,852,793","74,400","2,036",0,0,0,0,0,0,"5,519,860","982,331","731,683",0,0,0,0,"2,218,225","1,190,008","4,131,530","1,138,987","8,790,931","1,368,078","330,939",0,"1,045,212","918,943","483,525","609,411","194,384","306,992","1,864,209","2,517,341",0,"10,478,510",0,"6,157,056",0,"19,152,907","12,946,291",0,0,"6,206,616","19,152,907",0,"3,153,169","(913,418)","9,659,960","868,831","10,528,791","50,281",0,0,0,0,0,0,0,186,31,"328,123","60,830","388,953",6,0,"33,848","141,907","54,405","9,395",0,"8,518","17,538","60,240",0,"2,272","169,976","30,537",0,0,"44,098","39,025","44,487",0,"195,257","33,247",0,0,"68,218","42,579","49,652",0
106190137,CASA COLINA HOSPITAL FOR REHABILITATIVE MEDICINE,4/1/2009,3/31/2010,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,917,Non-Profit,Specialty,Comparable,,(909) 596-7733,255 E. BONITA AVE.,POMONA,91767,FELICE L. LOVERSO PH.D.,CEO,WWW.CASACOLINA.ORG,"CASA COLINA, INC.",ISELDA D. SAENZ,CASA COLINA HOSPITAL,0,05-3027,HSC32019F,,68,68,60,"14,355",557,444,220,0,"4,852","1,419",0,147,"21,994",999,29,15,8,0,214,64,0,9,"1,338",0,0,0,68,0,0,0,0,0,"21,994",0,0,0,0,0,"1,338",0,0,88.60,88.60,16.40,16.40,0,0,0,"29,779",190,"2,017",385,0,"44,943","2,857",0,"9,026","89,197",0,"89,142",0,0,0,0,0,0,0,0,0,0,"52,480,430","15,572,716",0,"36,907,714","161,908","35,074,267","1,995,355","2,365,858",0,0,0,"4,361,213","19,483,368","1,428,798","31,568,264","22,684,989","869,716","890,489","387,646",0,"8,542,645","2,337,907",0,"225,374","35,938,766","5,668,492","58,556","737,083","83,260",0,"8,519,479","736,815",0,"737,979","16,541,664","5,947,636","130,356","953,909","299,488",0,0,"5,903,101","1,848,722","188,886",0,0,0,"300,618",0,0,0,0,"22,284,536","792,530","664,466","168,531",0,"11,124,884","1,211,197",0,"661,570",0,0,"503,763","8,644",0,0,"7,054,764","1,328,713","11,630,410",0,"126,415",0,0,"3,264,233","853,389","6,285,474","4,530,869","15,116,580","5,019,322",0,"892,904","2,067,104","5,209,009","2,125,637","1,052,458","346,538","1,147,404","2,097,311","6,839,577",0,"40,863,383","599,598","233,682",0,"48,536,240","19,029,128",0,"8,110,604","21,396,508","48,536,240",0,"10,244,955","(4,951,343)","43,650,085","7,768,365","51,976,445","11,113,062",0,0,"8,488,006","8,488,006","377,402","651,846","12,024,019",362,140,"693,378","73,987","767,365",90,0,"61,870","225,443","106,020","97,923","84,824","75,437","25,940","2,465","1,447","12,009","284,732","33,032","209,581",0,"80,440","22,084","63,509",0,"304,841","36,895","235,706",0,"95,664","25,175","69,084",0
106190045,CATALINA ISLAND MEDICAL CENTER,7/1/2009,6/30/2010,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,933,Non-Profit,General,Comparable,Small/Rural,(310) 510-0700,100 FALLS CANYON ROAD,AVALON,90704,BRYAN BALLARD,ADMINISTRATOR,WWW.CATALINAISLANDMEDICALCENTER.ORG,AVALON MEDICAL DEVELOPMENT CORPORATION,RICHARD W. LAKEY,RICHARD W. LAKEY CPA,0,05-0427,,ZZT304027,12,12,12,361,0,"1,802",0,0,160,0,0,56,"2,379",21,0,6,0,0,7,0,0,1,35,4,0,0,0,8,0,276,0,0,0,"2,103",0,26,0,0,0,9,0,54.30,54.30,68.00,10.60,0,0,0,"2,442",0,"3,280",0,0,"6,049",0,0,"1,183","12,954","1,398","6,818",0,"4,872",0,0,0,0,0,0,0,0,"8,480,504","3,007,628",0,"5,472,876","155,717","6,135,984","(507,391)","896,601",0,0,0,"389,210","1,200,752","2,844,044","4,435,708","598,728",0,"1,203,009",0,0,"241,778",0,0,"32,626","2,076,141","1,432,256",0,"1,177,625",0,0,"3,154,838",0,0,"639,644","6,404,363","99,850",0,"443,625",0,0,0,"1,344,187",0,"657,661",0,"307,328",0,"154,977",0,0,0,0,"1,931,134",0,"1,937,009",0,0,"1,578,269",0,0,"26,464",0,0,"889,336","7,265",0,0,"1,029,919","1,193,920","1,031,252",0,0,0,0,"1,012,075","595,552","1,071,336","201,930","2,392,134","640,636","602,431","382,803","434,443","725,954","328,792","40,703","104,121",777,"483,190","3,066,314",0,"1,599,424","807,969",0,0,"5,473,707","687,968",0,"118,000","4,667,739","5,473,707","2,178,088","1,808,732","(1,277,401)","1,641,744","1,681,632","3,442,116","1,842,692",0,0,0,"218,000","100,000",0,0,42,11,"79,500","9,644","89,144",10,0,"18,051","11,939","11,727",0,"9,531","12,938","10,478","2,673","2,163",0,"21,789","14,569","6,264",0,"17,934","7,081","11,863",0,"24,192","16,507","7,101",0,"20,387","7,785","13,172",0
106190555,CEDARS-SINAI MEDICAL CENTER,7/1/2009,6/30/2010,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,925,Non-Profit,General,Comparable,Teaching,(323) 568-8504,8700 BEVERLY BLVD,LOS ANGELES,90048-1865,PRISELAC THOMAS,PRESIDENT/CEO,WWW.CEDARS~SINAI.EDU,CEDARS~SINAI MEDICAL CENTER,PAOLA ROJAS PUENTES,CEDARS~SINAI HEALTH SYSTEM,1,05-0625,HSC30625F,ZZT30625F,958,931,931,"125,844","4,774","32,819","3,836",0,"6,426","93,073",49,"8,776","275,597","19,666",825,"4,923",881,0,"1,279","20,923",27,"2,076","50,600",878,51,0,29,0,0,"250,718","16,285",0,"8,594",0,0,"48,225","1,602",0,773,0,0,78.80,81.10,5.40,5.40,80,"16,302","6,554","187,537","9,341","39,341","6,671",0,"17,352","332,270","1,260","109,457","703,229","81,669","124,917",0,"487,108",0,44,"3,042,600","1,334,868","17,017","14,183","4,351","2,760","7,995,187,281","6,091,373,867","339,089","1,904,152,503","189,750,112","1,935,154,055","158,748,560","14,922,915","3,105,723",0,0,"170,565,752","1,897,279,198","392,205,659","5,705,702,424","2,480,121,877","121,728,406","657,952,932","79,684,787",0,"145,561,567","2,078,909,133","1,419,758","174,951,777","5,740,330,237","751,791,845","27,332,665","109,602,463","21,546,418",0,"49,758,685","1,180,389,950","8,296,416","106,138,602","2,254,857,044","2,749,904,763","120,870,305","686,251,161","88,164,264",0,0,"123,461,104","2,003,025,206","172,005,316",0,"73,858,277",0,"73,833,471",0,0,0,"339,089","476,848,799","28,190,766","77,864,128","13,066,941",0,"63,258,882","1,219,828,507",0,"25,094,480",0,"(24,103,190)",0,"942,326",0,0,"274,316,611","86,651,339","598,214,445",0,0,"135,370,087","32,167,967","304,868,781","96,372,764","274,147,901","133,044,160","712,785,233","326,782,472","22,570,571","50,557,245","266,550,516","184,397,327","96,100,604","32,208,292","28,605,722","46,694,423","167,901,650","1,023,903,805","354,729,112","965,580,199","193,384,452","311,899,504","59,260,020","2,908,757,092","350,909,311","108,946,653","1,204,136,451","1,244,764,677","2,908,757,092","303,306,610","897,698,124","(519,498,000)","1,176,021,329","704,958,036","1,922,823,504","957,243,305",0,0,"1,177,321,451","1,237,111,451","32,975,000","640,594",0,"9,984","2,485","18,731,261","2,457,796","21,189,057","2,102",311,"1,204,732","5,156,287","3,888,786","85,741","984,423","4,181,769","1,299,211","1,507,761","208,825","213,726","4,049,948","1,255,958","4,909,309","1,001,648","3,207,308","1,586,196","2,707,546","13,348","4,637,077","1,417,233","5,545,189","1,039,375","3,672,218","1,792,176","3,070,721","15,068"
106190148,CENTINELA HOSPITAL MEDICAL CENTER,1/1/2010,12/31/2010,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,929,Investor,General,Comparable,,(310) 680-8200,555 EAST HARDY STREET,INGLEWOOD,90301,LINDA BRADLEY,CEO,WWW.CENTINELAMED.COM,"PRIME HEALTHCARE SERVICES, INC.",JEFFREY N. BROWN,HOSPITAL MANAGEMENT SERVICES,0,05-0739,HSC30240H,ZZT30240H,369,369,192,"28,292","5,397","21,043","4,928",857,"4,043",0,"1,804","3,504","69,868","6,332","1,741","5,271","1,784",310,"1,537",0,451,"1,389","18,815",285,0,32,28,24,0,"69,868",0,0,0,0,0,"18,815",0,0,0,0,0,51.90,51.90,3.70,3.70,0,"3,094","1,318","11,275","1,567","10,268","11,434","1,266","7,521",0,"1,752","10,104","55,187","57,355",0,0,"12,792",0,11,"447,169","253,456","1,704",962,938,517,"1,427,941,023","1,137,476,498","929,462","291,393,987","1,761,260","275,261,510","17,893,737","234,640","7,283,354",0,0,"10,845,023","392,379,225","74,175,023","961,386,775","504,038,889","94,506,602","344,062,012","77,177,814","12,860,234","77,623,892",0,"30,022,967","63,425,876","1,203,718,286","75,153,214","8,202,278","41,971,689","33,825,598","6,679,301","26,566,269",0,"7,606,300","24,218,088","224,222,737","459,310,030","81,930,772","289,634,853","82,668,653","(3,984,430)","17,748,552","58,180,947",0,"40,329,248",0,"66,068,570",0,"45,589,303","929,462",0,0,0,"119,882,073","21,707,570","72,801,775","27,476,959","1,790,983","46,009,214",0,0,"1,725,413",0,0,0,"9,388",0,0,"50,133,223","11,408,579","56,008,515",0,0,0,0,"27,253,568","9,124,910","114,333,088","6,999,627","77,825,622","26,515,332","2,067,753","3,276,455","24,462,468","92,697,719","4,457,376","1,364,450","2,331,984",0,"40,262,351","79,480,367",0,"67,279,239","1,679,213","132,363",0,"148,571,182","69,478,326",0,"76,715,857","2,376,999","148,571,182","3,981,601","261,313,119","(219,046,603)","33,059,038","31,105,264","80,264,302","12,985,063","74,927,423","2,715,712",0,"77,643,135","927,278",0,"51,847,972","1,207",568,"2,340,067","241,079","2,581,146",467,0,"122,310","763,788","868,138","69,179","209,699","236,246",0,0,"35,183","35,524","995,746","227,137","554,864",0,"213,599","123,843","224,878",0,"1,102,796","245,794","611,889",0,"236,977","136,889","246,801",0
106160787,CENTRAL VALLEY GENERAL HOSPITAL,1/1/2010,12/31/2010,365,Audited,Incl. Ind. Audit Adj.,Kings,9,615,Non-Profit,General,Comparable,,(559) 583-2100,1025 NORTH DOUTY STREET,HANFORD,93230,RICHARD L. RAWSON,CEO,WWW.HANFORDHEALTH.COM,ADVENTIST HEALTH,JEANNE ROGERS,CENTRAL VALLEY GENERAL HOSPITAL,0,05-0196,,ZZT30196G,49,49,30,"3,129",5,"4,334",416,410,762,"1,192",109,587,"10,944",670,3,"1,736",180,113,340,538,43,206,"3,829",49,0,0,0,0,0,"10,944",0,0,0,0,0,"3,829",0,0,0,0,0,61.20,61.20,2.90,2.90,11,"3,158","1,907","62,025",639,"181,309","91,825","18,759","30,219","64,421","21,963","32,769","503,929","17,153","467,473",0,"18,867",0,2,"88,905","43,203","1,383",946,"1,110",771,"235,615,197","99,629,159","1,294,006","137,280,044","670,385","112,930,913","25,019,516","2,224,989","878,531",0,0,"26,365,974","30,432,769","112,586,861","92,595,567","18,502,677","32,528","31,708,134","3,247,324","2,686,494","5,953,603","9,349,296","805,468","4,203,184","76,488,708","19,186,862","165,178","63,913,814","19,884,442","8,385,654","11,609,511","18,217,899","6,710,200","11,052,929","159,126,489","20,363,718","68,829","21,958,356","(389,085)","(4,346,058)","6,975,326","12,485,499","19,999,333","3,116,234",0,"8,868,901",0,"10,528,106",0,0,0,"1,294,006","17,325,821","128,877","76,820,463","23,356,805","4,096,822","5,077,615","8,861,868",0,"1,611,773",0,0,"352,906","1,533,987",0,0,"7,846,236","53,137,292","14,437,342",0,0,0,"1,347,327","11,454,444","3,758,372","16,891,265","4,058,635","42,730,263","15,340,898","23,814,691","1,197,061","8,563,641","9,459,260","1,861,819","2,746,043","953,220","207,924","6,056,093","53,057,365","812,024","11,280,802","94,678","10,000,000","9,520","75,254,389","23,672,395",0,"1,569,349","50,012,645","75,254,389","38,937,617","16,212,729","(8,083,397)","13,478,055","9,139,770","24,967,277","13,686,475",0,"113,834",0,"1,778,701","209,352","737,330","715,763",834,279,"1,582,836","163,124","1,745,960",258,13,"87,891","158,492","166,982","73,593","328,461","564,840","112,700","78,948","10,929",0,"145,060","908,201","140,305","10,824","181,018","89,395","108,033",0,"162,508","1,007,928","157,767","13,431","194,310","94,552","115,464",0
106301140,CHAPMAN MEDICAL CENTER,1/1/2010,12/31/2010,365,Audited,Incl. Ind. Audit Adj.,Orange,13,1015,Investor,General,Comparable,,(714) 633-0011,2601 CHAPMAN AVENUE,ORANGE,92869-3206,DON KREITZ,CEO,WWW.CHAPMANMEDICALCENTER.COM,"INTEGRATED HEALTHCARE HOLDINGS, INC.",TAD ERICKSON,"TRE REIMBURSEMENT CONSULTING, INC.",0,05-0745,HSC30550H,,114,114,114,"4,866","1,684",190,"9,197",194,205,"5,930",147,266,"22,679",628,300,42,130,59,27,790,40,58,"2,074",47,12,28,0,27,0,"5,240","3,505","4,376",0,"9,558",0,"1,535",233,291,0,15,0,54.50,54.50,10.90,6.40,0,0,0,"3,286",501,173,633,148,579,"5,674",44,"1,290","12,328","9,456","3,030",0,0,0,3,"135,889","116,748",636,736,0,0,"172,236,573","129,090,129",0,"43,146,444","167,626","49,899,360","(6,585,290)",0,0,0,0,"(6,585,290)","38,516,010","8,624,900","125,095,663","33,959,968","13,408,784","1,547,303","39,000,715","2,126,646","3,635,101","33,106,985","1,333,579","1,863,670","129,982,751","5,208,146","2,704,592","1,121,718","3,925,508","1,571,537","1,613,905","21,726,426","564,523","3,817,467","42,253,822","31,442,052","12,907,772","1,672,878","33,543,532","(46,087)","3,496,996","2,840,900","35,813,715","4,085,871",0,"1,665,290",0,"1,667,210",0,0,0,0,"7,726,062","3,205,604","1,042,230","9,382,691","201,187","2,408,106","18,202,522","232,812","745,230",0,0,0,0,0,0,"10,577,326","2,236,467","15,078,173",0,0,0,0,"6,360,503","2,790,320","10,242,681","2,613,890","18,395,724","6,936,389","845,626","395,785","8,401,441","6,949,658","688,217","711,335","190,704","1,262,552","5,121,929","6,890,245",0,"4,750,387",0,0,0,"11,640,632","36,395,783",0,0,"(24,755,151)","11,640,632",0,"12,957,480","(6,963,362)",0,"1,782,100","7,490,269","2,739,882",0,0,0,0,0,0,"25,644,182",329,123,"612,213","80,687","692,900",21,0,"82,000","112,524","114,833","59,934","73,315","133,290","26,955",0,"7,398","1,964","245,777","40,688","121,140",0,"75,118","64,913","64,577",0,"283,362","44,800","139,145",0,"82,219","72,903","70,471",0
106010776,CHILDRENS HOSPITAL & RESEARCH CENTER AT OAKLAND,1/1/2010,12/31/2010,365,Audited,Incl. Ind. Audit Adj.,Alameda,5,417,Non-Profit,Childrens,Comparable,,(510) 428-3000,747 52ND STREET,OAKLAND,94609-1809,BERT LUBIN,PRESIDENT/CEO,WWW.CHILDRENSHOSPITALOAKLAND.ORG,CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,KATY SILVERMAN,CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,1,05-3301,HSC00611F,,190,190,190,110,0,"29,095","8,621",0,53,"16,083",152,55,"54,169",27,0,"4,533","2,880",0,3,"3,460",64,24,"10,991",178,0,0,12,0,0,"51,460",0,0,"2,709",0,0,"10,644",0,0,347,0,0,78.10,78.10,4.90,4.90,0,0,0,"1,716",0,"49,395","70,672",341,216,"93,229","3,636","1,332","220,537","50,326","163,083",0,"21,023",0,10,"454,450","297,534","3,832","5,269",0,0,"1,000,084,023","680,527,714","9,329,968","328,886,277","74,108,087","425,814,431","(22,820,067)","14,223,116","7,699,649",0,0,"(16,296,600)","249,083,308","135,584,008","615,416,707","1,492,284",0,"325,108,289","84,450,614",0,"1,590,708","192,871,066","2,174,426","796,101","608,483,488","5,262,537",0,"111,901,061","120,497,529","465,950","3,871,540","139,629,013","7,300,166","2,672,739","391,600,535","5,180,662",0,"305,199,731","169,804,353","(7,070,182)","431,845",0,"184,093,177","10,976,109",0,"11,912,019",0,0,0,"9,329,968",0,0,"1,574,159",0,"138,879,801","44,473,758","17,782","5,291,647","138,021,977","459,075","168,078",0,0,0,"5,610,700",0,0,"89,367,363","52,312,581","119,068,500",0,0,"55,018,279","9,818,699","46,964,323","13,429,175","21,500,543","18,334,968","162,300,769","93,930,391","41,675,150","9,940,829","44,744,728","30,062,852","18,156,105","3,312,678","2,210,172","4,869,545","14,611,212","183,684,822",0,"182,554,201","7,679,365","115,158,734","1,281,917","490,359,039","54,799,360","55,279,474","151,966,259","228,313,946","490,359,039","52,461,251","61,143,634","(6,887,751)","147,745,423","116,570,489","379,679,275","197,125,074",0,0,"66,190,076","153,419,083","1,452,824",0,0,"2,107",482,"3,938,784","586,730","4,525,514",577,89,"370,199","1,266,323","874,234","31,136","81,549","678,144","245,630","249,204","15,719","126,646","826,211","440,970","889,675","669,841","622,594","196,520","185,606","107,367","958,211","513,594","1,028,933","757,249","704,242","225,229","215,244","122,812"
106304113,CHILDREN'S HOSPITAL AT MISSION,7/1/2009,6/30/2010,365,Audited,Incl. Ind. Audit Adj.,Orange,13,1017,Non-Profit,Childrens,Comparable,,(949) 364-1400,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,KIMBERLY CRIPE,PRESIDENT/CEO,WWW.CHOC.ORG,CHILDREN'S HOSPITAL AT MISSION,EMY DE LA CRUZ,CHILDREN'S HOSPITAL OF ORANGE COUNTY,0,05-3306,,HSP33306F,48,48,48,0,0,"1,896","1,141",0,410,"5,711",6,104,"9,268",0,0,205,380,0,60,"1,373",3,47,"2,068",48,0,0,0,0,0,"9,268",0,0,0,0,0,"2,068",0,0,0,0,0,52.90,52.90,4.50,4.50,0,0,0,0,0,767,"6,537",0,753,"18,557",40,"1,330","27,984","19,957",0,0,"8,612",0,9,"33,273","35,845",371,718,0,0,"147,824,880","102,065,106",0,"45,759,774","248,337","45,205,007","803,104","239,570","318,057",0,0,"724,617","56,853,478","24,325,759","66,645,643",0,0,"19,237,251","12,455,669",0,"3,916,266","62,871,981","123,792","1,919,588","100,524,547",0,0,"1,027,616","10,287,492",0,"1,587,198","32,609,077","50,111","1,738,839","47,300,333",0,0,"17,028,762","19,498,825",0,0,"3,343,528","57,673,483","3,365,023",0,"754,075",0,"401,410",0,0,0,0,0,0,"2,917,962","2,938,418",0,"2,150,009","37,065,202",0,"688,183",0,0,0,"117,786",0,0,"10,831,550","4,893,170","10,449,180",0,0,0,0,"5,110,396","2,332,450","9,337,934","2,250,327","8,007,489","3,064,418","800,529","97,222","72,995","30,340,610","670,065","1,403,005","296,553",0,"452,121","23,036,794",0,"6,133,462",0,"119,173","5,800,679","35,090,108","11,650,736",0,0,"23,439,372","35,090,108","9,406,623","20,630,061","(7,447,432)",0,"4,841,961","13,290,438","7,156,976",0,0,0,0,0,"159,241","1,695,358",102,51,"180,893","31,461","212,354",168,0,"40,655","13,273","107,035",0,0,"18,807",0,0,0,"1,123","155,977",0,"4,565",0,"1,534",0,"15,563","3,254","184,582",0,"4,929",0,"1,711",0,"17,380","3,752"
