FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_ MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_ MCAL_ MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_ IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_ OP_ OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CURR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER_REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106090793,BARTON MEMORIAL HOSPITAL,1/1/2009,12/31/2009,365,In Process,Incl. Ind. Audit Adj.,El Dorado,2,306,Non-Profit,General,Comparable,Small/Rural,(530) 541-3420,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,JOHN G. WILLIAMS,CEO,BARTONHEALTH.ORG,BARTON HEALTHCARE SYSTEM,MATTHEW SUR,"TOYON ASSOCIATES, INC.",0,05-0352,,ZZR00352F,117,117,113,"3,842",318,"18,150",0,570,"2,479",103,297,549,"26,308",744,82,583,0,96,915,49,58,106,"2,633",69,0,0,0,48,0,"9,492",0,0,0,"16,816",0,"2,595",0,0,0,38,0,61.60 ,61.60 ,10.00 ,3.70 ,11,836,489,"28,531","1,592","20,432",0,"5,097","33,159","2,218","3,205","5,923","100,157","18,520","17,491","10,241","48,483",0,5,"180,384","275,302",901,"1,755",341,142,"217,173,303","117,233,465",0,"99,939,838","2,239,095","90,386,320","11,792,613","21,651,636","27,612,556",0,0,"5,831,693","34,478,180","27,380,029","155,315,094","33,642,746","3,370,860","19,404,044",0,"10,772,504","28,787,120","731,996","2,062,757","3,812,856","102,584,883","26,926,711","2,285,028","12,776,180",0,"7,990,695","54,318,084","2,570,495","2,710,701","5,010,526","114,588,420","45,093,083","4,488,506","24,403,767",0,0,"14,192,412","8,813,882","232,020","8,335,321",0,"4,773,458",0,"6,901,016",0,0,0,0,"15,005,899","1,013,549","6,617,971",0,"3,814,554","66,858,560","3,070,389",0,"3,558,916",0,"276,839","100,825","2,778,854",0,0,"12,766,284","12,613,299","27,946,009",0,0,0,0,"16,728,381","4,889,831","10,791,029","4,651,487","40,351,182","10,383,667","5,475,174","3,044,634","12,335,013","5,837,498","6,522,095","620,966","621,709","507,588","4,686,794","31,499,007","15,628,679","45,219,577","1,770,868","49,335,220","317,457","143,770,808","17,657,412",0,"30,368,089","95,745,307","143,770,808","5,354,409","44,455,000","(23,390,195)","47,804,694","51,766,229","107,510,100","62,290,523",0,1,0,"34,236,271","3,868,182",0,0,726,171,"1,349,760","176,646","1,526,406",141,0,"93,437","272,882","214,413","16,466","120,299","471,266","90,678","54,330","4,093","11,896","220,433","154,825","239,922",0,"243,478","103,065","121,872","266,165","248,518","172,028","276,821",0,"277,121","115,970","140,769","295,179"
106361110,BEAR VALLEY COMMUNITY HOSPITAL,7/1/2008,6/30/2009,365,Audited,Incl. Ind. Audit Adj.,San Bernardino,12,1217,District,General,Comparable,Small/Rural,(909) 866-6501,41870 GARSTIN,BIG BEAR,92315,VI COLUNGA,CEO,BVCHD.COM,BEAR VALLEY COMMUNITY HOSPITAL,"RODNEY A. PHILLIPS,  CPA","RODNEY A. PHILLIPS, CPA",0,05-0618,,HSP30618J,30,24,24,693,168,"6,807",0,0,152,58,0,370,"8,248",175,76,54,0,0,77,30,0,36,448,9,0,0,0,21,0,"1,024",0,0,0,"7,224",0,434,0,0,0,14,0,75.30 ,94.20 ,18.40 ,2.40 ,0,0,0,"4,406","1,877","10,536",0,0,"6,960","1,399",0,"5,845","31,023","10,005","10,627",0,"10,909",0,2,"5,103","11,596",46,285,0,0,"27,097,896","12,969,711",0,"14,128,185","108,991","15,346,064","(1,108,888)","2,874,679","218,752",0,0,"1,547,039","3,838,125","6,434,792","16,824,979","1,706,385","589,337","2,813,980",0,0,"748,724","237,104",0,"551,489","6,647,019","3,773,084","1,839,967","3,824,596",0,0,"5,814,787","1,406,629",0,"3,791,814","20,450,877","2,504,675","1,757,899","2,935,777",0,0,0,"1,899,417","1,084,710","2,379,350",0,"214,638",0,"193,245",0,0,0,0,"2,974,794","671,405","3,702,799",0,0,"4,470,849","559,023",0,"1,749,315",0,0,"379,915","237,882","2,256,882",0,"1,877,825","3,123,035","4,509,016",0,0,0,0,"2,351,326","1,082,712","1,767,140","635,010","6,870,709","2,124,392","879,078","343,138","1,625,514","1,821,298","652,495","163,418","135,684","30,884","699,454","2,799,333",0,"3,203,040","360,363","10,771,637",0,"17,134,373","1,108,624",0,"495,640","15,530,109","17,134,373","270,122","3,414,709","(1,590,006)","6,434,295","3,679,424","10,385,179","7,182,139",0,"523,878",0,"523,878","28,238","174,754",0,140,51,"263,440","31,665","295,105",11,0,"32,139","34,585","35,296","9,629","55,529","61,854","27,142","2,557","4,709",0,"52,834","59,590","43,165",0,"41,219","39,486","27,146",0,"59,082","67,399","48,140",0,"45,816","44,492","30,176",0
106190066,BELLFLOWER MEDICAL CENTER,9/1/2008,8/31/2009,365,In Process,Excl. Ind. Audit Adj.,Los Angeles,11,921,Investor,General,Comparable,,(562) 925-8355,9542 EAST ARTESIA BLVD,BELLFLOWER,90706,MICHAEL CHOO,CEO,BELLFLOWERMEDICALCTR.COM,PACIFIC HEALTH CORPORATION,THOMAS BUTLER,PACIFIC HEALTH CORPORATION,0,05-0531,HSC30531H,HSP30531H,144,133,133,"9,642",275,"8,953","2,534",0,"1,749",182,322,631,"24,288","1,294",56,"1,929",683,0,588,86,88,215,"4,939",112,32,0,0,0,0,"15,052","9,236",0,0,0,0,"3,843","1,096",0,0,0,0,46.20 ,50.00 ,4.90 ,4.90 ,17,"4,361","1,643","5,217",346,"8,068","11,387",0,"6,317","2,496","1,051","1,557","36,439","13,392",159,0,"23,154","2,397",4,"303,008","307,186","1,657","1,768",748,954,"193,535,884","160,298,344","6,449,655","39,687,195","228,750","41,491,603","(1,575,658)",0,0,0,0,"(1,575,658)","32,998,580","8,348,568","152,188,736","41,681,615","2,298,336","56,871,530","20,525,583",0,"11,911,875","1,546,388","2,333,528","4,397,733","141,566,588","9,299,311","447,743","10,381,620","14,133,774",0,"9,434,696","5,109,186","1,209,648","1,953,318","51,969,296","44,843,275","2,527,680","49,808,023","34,451,323","(4,946,841)",0,"13,501,448","5,113,083","1,153,866",0,"8,835,273",0,"5,011,214","571,085","5,878,570",0,0,"6,137,651","789,484","17,099,871","6,086,604",0,"7,845,123","1,542,491",0,"185,971",0,0,0,0,0,0,"8,728,821","1,272,265","10,848,399","2,203,541","365,795",0,0,"5,598,562","1,585,075","8,791,755","2,097,390","18,151,062","4,465,693","640,475","701,391","5,137,516","7,882,195","565,176","852,921","709,348",0,"2,385,826","23,155,576",0,"1,663,656","805,705",0,0,"25,624,937","22,907,380",0,0,"2,717,557","25,624,937",0,"142,983,565","(133,634,372)","8,299,063","10,079,785","19,496,560","17,832,904",0,0,0,0,0,"217,213",0,354,134,"658,381","81,031","739,412",221,0,"59,577","129,761","190,624","30,204","55,529","105,954","84,442",0,"1,613",677,"219,699","25,480","149,777",0,"137,093","56,778","69,554",0,"254,427","27,406","166,570",0,"150,655","63,265","77,089",0
106330120,BETTY FORD CENTER OF EISENHOWER,7/1/2008,6/30/2009,365,Audited,Incl. Ind. Audit Adj.,Riverside,12,1105,Non-Profit,Specialty,Comparable,,(760) 773-4100,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,JOHN SCHWARZLOSE,CEO,BETTYFORDCENTER.ORG,BETTY FORD CENTER@EISENHOWER,RICHARD PRUSINOWSKI,BETTY FORD CENTER,0,,,,100,100,100,0,0,0,0,0,"2,471",0,0,"23,896","26,367",0,0,0,0,0,98,0,0,"1,085","1,183",0,0,100,0,0,0,0,0,"26,367",0,0,0,0,0,"1,183",0,0,0,72.20 ,72.20 ,22.30 ,22.30 ,0,0,0,0,0,0,0,0,"1,832",0,0,"23,482","25,314",0,0,0,0,0,0,0,0,0,0,0,0,"30,257,654","5,246,788",0,"25,010,866","3,834,547","33,523,199","(4,677,786)","(3,833,856)","17,311",0,0,"(8,528,953)","21,296,990","8,960,664",0,0,0,0,0,0,"2,018,542",0,0,"19,278,448","21,296,990",0,0,0,0,0,"374,437",0,0,"8,586,227","8,960,664",0,0,0,0,0,0,"966,613",0,"156,003",0,"2,022,948",0,"2,101,224",0,0,0,0,0,0,0,0,0,"1,426,366",0,0,"23,584,500",0,0,"955,531","(4,789,387)",0,0,"8,795,436","4,547,549",0,0,0,0,0,"4,691,699","1,843,799","10,995,740","2,648,976","12,305,887","5,845,195","1,245,533","2,479,004","1,005,220","3,959,125","1,870,993","804,659","334,475","783,516","2,889,592","2,258,026","11,286,895","34,696,324","5,416,717","515,562",0,"54,173,524","16,828,232",0,"5,791,853","31,553,439","54,173,524","1,141,714","474,778","(78,086)","34,246,919","11,263,536","53,777,025","19,080,701","7,171,268",0,0,"7,171,268","1,379,415",0,0,235,17,"462,353","49,859","512,212",10,0,"57,005","245,705","21,465","13,851",0,"59,368","38,753","2,183",0,"24,023","200,718","54,476",0,0,"47,718","41,240","118,201",0,"218,051","61,415",0,0,"52,825","45,791","134,130",0
106190081,BEVERLY HOSPITAL,1/1/2009,12/31/2009,365,In Process,Incl. Ind. Audit Adj.,Los Angeles,11,919,Non-Profit,General,Comparable,,(323) 726-1222,309 WEST BEVERLY BLVD,MONTEBELLO,90640,GARY KIFF,CEO,BEVERLY.ORG,BEVERLY COMMUNITY HOSPITAL ASSOCIATION,KEVIN SEELEY,"CLARK, KOORTBOJIAN & ASSOCIATES, INC.",0,05-0693,HSC30350F,ZZT40350F,214,214,214,"13,740","5,657","8,446","3,366",0,177,"1,768",557,"1,577","35,288","2,539","1,787","1,984","1,303",0,44,549,130,438,"8,774",214,0,0,0,0,0,"35,288",0,0,0,0,0,"8,774",0,0,0,0,0,45.20 ,45.20 ,4.00 ,4.00 ,18,"2,573","1,291","5,060","2,873","14,107","7,379",0,625,"7,982",558,"1,693","40,277","32,671","9,648",0,"2,369","1,404",7,"142,151","133,919","1,701","1,602",777,504,"261,913,734","170,959,474","25,031,227","115,985,487","1,890,520","117,881,738","(5,731)","1,114,111","333,239",0,0,"775,141","44,511,014","19,917,927","197,484,793","65,740,311","33,935,085","44,832,939","12,084,980",0,"1,210,336","10,106,904","2,831,532","9,038,373","179,780,460","23,503,639","9,867,517","12,513,991","10,585,521",0,"930,036","21,883,641","798,209","2,050,720","82,133,274","49,488,938","27,083,283","31,947,579","18,545,259","(6,692,344)",0,"1,705,450","26,171,330","10,260,091",0,"12,008,965",0,"440,923",0,"25,031,227",0,0,"39,755,012","16,719,319","24,240,194","28,628,746",0,"434,922","5,819,215",0,"388,079",0,0,0,"9,429",0,0,"19,210,216","6,352,143","34,286,804","16,848,093","4,938,900",0,0,"14,533,697","5,452,880","9,901,985","6,357,020","44,503,035","7,655,027","2,633,697","3,832,233","15,678,512","30,933,817","4,248,757","2,368,098","17,076","1,028,700","4,982,786","35,825,807","133,663","42,079,010","6,786,309",0,0,"84,824,789","34,986,936",0,"3,311,742","46,526,111","84,824,789","9,016,428","41,708,541","(24,426,903)","73,095,528","33,970,322","111,624,927","69,545,917",0,"1,432,898",0,"3,411,775","100,033","5,557,435","1,012,564",517,165,"1,003,522","110,594","1,114,116",381,0,"143,942","237,551","247,321","35,048","33,836","146,014","110,079","10,288","27,219","12,224","286,840","71,308","256,504",0,"200,220","67,895","120,755",0,"323,280","77,198","281,859",0,"222,909","74,080","134,790",0
106190020,BHC ALHAMBRA HOSPITAL,1/1/2009,12/31/2009,365,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,913,Investor,Psychiatric,Comparable,,(818) 286-1191,4619 N. ROSEMEAD BLVD.,ROSEMEAD,91770,PEGGY MINNICK,CEO,BHCALHAMBRA.COM,"PSYCHIATRIC SOLUTIONS, INC.",LEE ANN BURNEY,"PSYCHIATRIC SOLUTIONS, INC.",0,05-4032,,ZZT34032F,97,97,97,"4,124",0,"6,789",0,0,0,"15,404",132,15,"26,464",370,0,973,0,0,0,"2,628",54,7,"4,032",0,97,0,0,0,0,0,"26,464",0,0,0,0,0,"4,032",0,0,0,0,74.70 ,74.70 ,6.60 ,6.60 ,0,0,0,"9,084",0,0,0,0,0,"5,879",0,0,"14,963",0,0,0,0,0,0,0,0,0,0,0,0,"39,361,522","16,480,542",0,"22,880,980","16,684","15,433,271","7,464,393","66,241",0,0,0,"7,530,634","32,572,937","6,105,634","682,951","4,687,918",0,"9,634,725",0,0,0,"18,746,945","166,660","16,012","33,252,260","3,091,318",0,0,0,0,0,"3,017,944",0,0,"6,109,262","2,949,199",0,"5,434,123",0,0,0,0,"7,404,153","526,407",0,"166,660",0,0,0,0,0,0,"4,830,037",0,"4,200,602",0,0,0,"14,360,736",0,"(510,395)",0,0,0,0,0,0,"4,699,454","1,664,260","608,732",0,0,0,0,"1,761,985","1,055,270","4,923,254","720,316","8,945,940","1,268,400","588,820",0,"898,807","1,991,050","440,128","97,831","231,144",0,"971,151","3,308,566",0,"10,408,502",0,"12,694,262",0,"26,411,330","1,036,017",0,0,"25,375,313","26,411,330",780,"4,141,536","(1,086,855)","7,912,082","1,009,749","11,854,256","1,445,754",0,0,0,0,0,"12,674,112",0,162,6,"302,526","37,377","339,903",12,0,"81,518","121,143",0,"12,199",0,"12,476","21,216","50,537",0,"3,437","133,336","39,460",0,0,"38,671","43,918","47,141",0,"154,263","42,931",0,0,"42,303","47,900","52,506",0
106040802,BIGGS-GRIDLEY MEMORIAL HOSPITAL,7/1/2008,6/30/2009,365,Audited,Incl. Ind. Audit Adj.,Butte,1,221,Non-Profit,General,Comparable,Small/Rural,(530) 846-5671,240 SPRUCE STREET,GRIDLEY,95948,DAVID YARBROUGH,CEO,BGMH.US.COM,BIGGS-GRIDLEY MEMORIAL HOSPITAL,DEREK F. PETRAK,"PETRAK & ASSOCIATES, INC.",4,05-1311,,ZZR00404F,45,45,45,"3,044",0,"6,673",0,43,197,0,33,31,"10,021",528,0,110,0,14,72,0,11,11,746,24,0,0,0,21,0,"3,604",0,0,0,"6,417",0,720,0,0,0,26,0,61.00 ,61.00 ,13.40 ,5.00 ,0,0,0,"11,518",0,"11,090",0,"1,796","7,563",0,0,"2,243","34,210","7,610","13,252",0,"13,378",0,2,"15,545","26,393",181,351,0,0,"35,860,747","20,428,588",0,"15,432,159","531,312","16,244,061","(280,590)","7,662",0,0,0,"(272,928)","8,063,688","5,823,789","21,973,270","9,902,486",0,"5,864,175",0,"182,046","1,285,024",0,"374,711","341,237","17,949,679","6,423,247",0,"4,889,645",0,"914,034","4,560,831",0,0,"1,123,311","17,911,068","8,688,924",0,"6,591,038",0,0,"937,780","2,800,766",0,"1,034,285",0,"375,795",0,0,0,0,0,0,"7,183,483",0,"3,861,053",0,"130,034","2,862,285",0,"(1,084)","1,396,388",0,"10,306,379",0,"7,662",0,0,"3,889,053","2,751,115","4,643,524",0,0,0,0,"1,976,907","991,199","1,731,235","261,028","7,097,648","2,766,689","1,669,639","642,865","1,667,346","1,113,621","271,920","457,764","92,904",0,"463,665","4,763,655",0,"1,629,175","39,718",0,0,"6,432,548","2,481,631",0,0,"3,950,917","6,432,548","1,378,209","5,146,198","(3,692,523)","942,564","2,197,524","3,286,454","1,657,279",0,0,0,0,0,0,0,184,65,"342,578","42,036","384,614",11,0,"34,610","43,639","40,941","44,644","49,595","96,072","13,691","18,485",901,0,"114,691","33,213","67,281",0,"54,982","42,623","29,788",0,"129,261","36,998","75,617",0,"60,904","48,706","33,128",0
106190110,BROTMAN MEDICAL CENTER,10/1/2008,9/30/2009,365,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,927,Investor,General,Comparable,,(310) 836-7000,3828 DELMAS TERRACE,CULVER CITY,90232,VON CROCKETT,CEO,BROTMANMEDICALCENTER.COM,"BROTMAN MEDICAL CENTER, INC",LILY RUNKE,"ALTA HOSPITALS SYSTEM, LLC",0,05-0752,HSC30144H,HSP30144H,420,180,180,"34,129","3,193","12,773",485,0,501,"7,440",70,"1,764","60,355","3,797",623,"1,394",153,0,98,"1,583",14,380,"8,042",279,70,18,32,21,0,"28,040","19,780","4,746","4,176","3,613",0,"5,174","1,162",891,362,453,0,39.40 ,91.90 ,7.50 ,7.50 ,0,0,0,"13,575",740,"2,836","3,296",0,781,"6,366",6,"5,553","33,153","21,872",0,0,"14,605",0,3,"236,453","165,804","1,094","1,203",0,0,"545,273,569","448,874,849","3,483,668","99,882,388","1,305,956","98,861,851","2,326,493",0,"42,293","110,000",0,"2,174,200","108,192,850","11,171,597","425,909,122","245,921,818","34,265,689","80,204,596","6,407,505",0,"19,857,145","60,482,180","649,293","13,168,721","460,956,947","34,242,546","5,027,471","8,386,079","4,687,140",0,"1,983,855","18,960,106","21,708","11,007,717","84,316,622","223,610,022","36,321,090","86,956,159","10,119,160",0,0,"4,221,485","57,789,568","16,682,583",0,"3,837,740",0,"9,337,042",0,0,0,"3,483,668","56,554,342","2,972,070","1,634,516","975,485",0,"14,715,282","14,572,815",0,"8,457,878",0,0,0,0,0,0,"26,896,410","4,303,936","30,422,753",0,0,0,0,"16,165,436","7,113,644","7,318,825","6,640,847","46,840,845","14,882,657","1,153,352","8,419,173","16,376,557","12,717,946","1,015,206","724,338","1,123,947","4,643,478","(9,035,648)","12,739,005",0,"8,980,288",0,0,"1,357,279","23,076,572","28,619,024","344,817","24,789,464","(30,676,733)","23,076,572","2,515,168","66,726,406","(62,429,323)","1,190,964","7,802,105","12,416,780","3,436,492",0,"707,268",0,"29,031,453","4,241,989",0,0,694,284,"1,324,565","160,996","1,485,561",513,0,"95,690","396,471","397,052","71,709","86,831","188,508","35,330","11,962","35,417","5,595","579,725","75,140","299,162",0,"168,915","108,905","92,718",0,"662,141","82,080","333,605",0,"183,496","119,723","104,516",0
106044006,BUTTE COUNTY MENTAL HEALTH - PHF,7/1/2008,6/30/2009,365,In Process,Incl. Ind. Audit Adj.,Butte,1,219,City/County,Psychiatric,PHF,,(530) 891-2775,592 RIO LINDO AVENUE,CHICO,95926,"EDWARD WALKDER, LCSW",ADMINISTRATOR,,COUNTY OF BUTTE,ESSENCE BEAM,BUTTE CO DEPT OF BEHAVIORAL HEALTH,0,,,,16,16,16,0,0,0,0,0,"5,200",0,0,0,"5,200",0,0,0,0,0,618,0,0,0,618,0,16,0,0,0,0,0,"5,200",0,0,0,0,0,618,0,0,0,0,89.00 ,89.00 ,8.40 ,8.40 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,354,171",0,0,"4,354,171",0,"4,354,171",0,0,0,0,0,0,"4,354,171",0,0,0,0,0,0,0,"4,354,171",0,0,0,"4,354,171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,354,171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,7/1/2008,6/30/2009,365,In Process,Incl. Ind. Audit Adj.,Los Angeles,11,925,Non-Profit,General,Comparable,,(213) 748-2411,1401 S. GRAND AVENUE,LOS ANGELES,90015,MARK A. MEYERS,CEO,CHMCLA.ORG,CATHOLIC HEALTHCARE WEST,JAMES R. SAURENMANN,SAURENMANN & ASSOCIATES,2,05-0149,HSC30149G,ZZT40149G,316,316,194,"9,353","2,045","32,899","9,608","5,236",353,"5,740","2,750","1,649","69,633","1,755",666,"7,685","2,036","1,125",153,"1,950",664,293,"16,327",285,0,0,0,31,0,"65,880",0,0,0,"3,753",0,"16,035",0,0,0,292,0,60.40 ,60.40 ,4.30 ,4.10 ,31,"10,236","4,324","8,883","2,098","27,416","25,457","2,000","3,425","15,836","9,190","11,204","105,509","56,214",0,0,"55,284","5,861",7,"388,928","210,318","3,437","2,903","3,218","1,467","821,839,258","580,094,451","16,086,038","257,830,845","15,020,461","240,437,773","32,413,533","1,255,127","1,783,034",0,0,"31,885,626","187,146,838","122,349,744","512,342,676","78,446,395","19,407,022","257,677,623","72,852,788","37,325,298","4,626,880","58,025,846","31,776,608","16,667,130","576,805,590","25,291,361","6,504,617","54,971,467","45,218,872","10,783,017","4,401,206","59,221,828","26,885,953","11,755,347","245,033,668","73,204,128","23,533,989","227,389,442","103,901,529","(47,507,447)","44,739,654","6,101,200","51,827,335","8,405,871",0,"68,675,443",0,"19,823,307",0,"15,901,783",0,"184,255","30,533,628","2,377,650","122,754,213","30,071,914","3,368,661","2,926,886","65,604,594",0,"193,299",0,"(3,472,261)",0,"132,783",0,0,"50,854,274","16,966,260","60,978,833","5,619,535",0,0,"2,124,149","35,391,673","10,017,341","43,402,919","15,082,789","91,561,245","39,574,461","13,655,510","8,379,891","28,839,727","31,096,520","7,716,632","2,145,045","1,840,908","9,148,293","6,479,541","62,731,364",0,"45,006,525","5,083,660","2,852,882",0,"115,674,431","47,171,148","2,329,992","110,595,087","(44,421,796)","115,674,431","143,883","150,475,803","(105,205,651)","78,080,464","38,782,539","122,759,210","77,752,685",0,0,"40,348,275","112,348,275","1,753,188","72,314","68,096","1,446",496,"2,697,247","403,381","3,100,628",385,19,"222,698","702,861","814,490","41,606","136,739","381,223","214,021","90,548","39,347","53,714","766,677","177,974","577,749","47,491","452,167","190,152","484,747",290,"902,109","203,609","667,074","52,168","510,707","212,112","552,512",337
