msdrg_year,msdrg,msdrg_name
2009,62,ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT WITH CC
2009,63,ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT WITHOUT CC/MCC
2009,64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC
2009,65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC
2009,66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC
2009,67,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION WITHOUT INFARCT WITH MCC
2009,68,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION WITHOUT INFARCT WITHOUT MCC
2009,69,TRANSIENT ISCHEMIA
2009,70,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC
2009,71,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC
2009,72,NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC
2009,73,CRANIAL & PERIPHERAL NERVE DISORDERS WITH MCC
2009,74,CRANIAL & PERIPHERAL NERVE DISORDERS WITHOUT MCC
2009,75,VIRAL MENINGITIS WITH CC/MCC
2009,76,VIRAL MENINGITIS WITHOUT CC/MCC
2009,77,HYPERTENSIVE ENCEPHALOPATHY WITH MCC
2009,78,HYPERTENSIVE ENCEPHALOPATHY WITH CC
2009,79,HYPERTENSIVE ENCEPHALOPATHY WITHOUT CC/MCC
2009,80,NONTRAUMATIC STUPOR & COMA WITH MCC
2009,81,NONTRAUMATIC STUPOR & COMA WITHOUT MCC
2009,82,"TRAUMATIC STUPOR & COMA, COMA >1 HR WITH MCC"
2009,83,"TRAUMATIC STUPOR & COMA, COMA >1 HR WITH CC"
2009,84,"TRAUMATIC STUPOR & COMA, COMA >1 HR WITHOUT CC/MCC"
2009,85,"TRAUMATIC STUPOR & COMA, COMA <1 HR WITH MCC"
2009,86,"TRAUMATIC STUPOR & COMA, COMA <1 HR WITH CC"
2009,87,"TRAUMATIC STUPOR & COMA, COMA <1 HR WITHOUT CC/MCC"
2009,88,CONCUSSION WITH MCC
2009,89,CONCUSSION WITH CC
2009,90,CONCUSSION WITHOUT CC/MCC
2009,91,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC
2009,92,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC
2009,93,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC
2009,94,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC
2009,95,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC
2009,96,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC
2009,97,NON_BACTERIAL INFECT OF NERVOUS SYS EXCEPT VIRAL MENINGITIS WITH MCC
2009,98,NON_BACTERIAL INFECT OF NERVOUS SYS EXCEPT VIRAL MENINGITIS WITH CC
2009,99,NON_BACTERIAL INFECT OF NERVOUS SYS EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC
2009,100,SEIZURES WITH MCC
2009,101,SEIZURES WITHOUT MCC
2009,102,HEADACHES WITH MCC
2009,103,HEADACHES WITHOUT MCC
2009,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2009,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2009,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2009,984,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2009,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2009,986,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2009,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2009,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2009,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2009,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2009,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2009,9,BONE MARROW TRANSPLANT
2009,20,INTRACRANIAL VASCULAR PROCEDURES WITH PRINC DIAGNOSIS HEMORRHAGE WITH MCC
2009,21,INTRACRANIAL VASCULAR PROCEDURES WITH PRINC DIAGNOSIS HEMORRHAGE WITH CC
2009,22,INTRACRANIAL VASCULAR PROCEDURES WITH PRINC DIAGNOSIS HEMORRHAGE WITHOUT CC/MCC
2009,23,"CRANIO WITH MAJOR DEV IMPL/ACUTE COMPLEX CNS PRINC DIAGNOSIS WITH MCC OR CHEMOIMPLANT"
2009,24,CRANIO WITH MAJOR DEV IMPL/ACUTE COMPLEX CNS PRINC DIAGNOSIS WITHOUT MCC
2009,25,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
2009,26,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
2009,27,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
2009,28,SPINAL PROCEDURES WITH MCC
2009,29,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS
2009,30,SPINAL PROCEDURES WITHOUT CC/MCC
2009,31,VENTRICULAR SHUNT PROCEDURES WITH MCC
2009,32,VENTRICULAR SHUNT PROCEDURES WITH CC
2009,33,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC
2009,34,CAROTID ARTERY STENT PROCEDURE WITH MCC
2009,35,CAROTID ARTERY STENT PROCEDURE WITH CC
2009,36,CAROTID ARTERY STENT PROCEDURE WITHOUT CC/MCC
2009,37,EXTRACRANIAL PROCEDURES WITH MCC
2009,38,EXTRACRANIAL PROCEDURES WITH CC
2009,39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC
2009,40,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROCEDURE WITH MCC
2009,41,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROCEDURE WITH CC OR PERIPH NEUROSTIM
2009,42,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROCEDURE WITHOUT CC/MCC
2009,52,SPINAL DISORDERS & INJURIES WITH CC/MCC
2009,53,SPINAL DISORDERS & INJURIES WITHOUT CC/MCC
2009,54,NERVOUS SYSTEM NEOPLASMS WITH MCC
2009,55,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC
2009,56,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC
2009,57,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC
2009,58,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA WITH MCC
2009,59,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA WITH CC
2009,60,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA WITHOUT CC/MCC
2009,61,ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT WITH MCC
2009,62,ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT WITH CC
2009,63,ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT WITHOUT CC/MCC
2009,64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC
2009,65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC
2009,66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC
2009,67,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION WITHOUT INFARCT WITH MCC
2009,68,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION WITHOUT INFARCT WITHOUT MCC
2009,69,TRANSIENT ISCHEMIA
2009,70,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC
2009,71,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC
2009,72,NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC
2009,73,CRANIAL & PERIPHERAL NERVE DISORDERS WITH MCC
2009,74,CRANIAL & PERIPHERAL NERVE DISORDERS WITHOUT MCC
2009,75,VIRAL MENINGITIS WITH CC/MCC
2009,76,VIRAL MENINGITIS WITHOUT CC/MCC
2009,77,HYPERTENSIVE ENCEPHALOPATHY WITH MCC
2009,78,HYPERTENSIVE ENCEPHALOPATHY WITH CC
2009,79,HYPERTENSIVE ENCEPHALOPATHY WITHOUT CC/MCC
2009,80,NONTRAUMATIC STUPOR & COMA WITH MCC
2009,81,NONTRAUMATIC STUPOR & COMA WITHOUT MCC
2009,82,"TRAUMATIC STUPOR & COMA, COMA >1 HR WITH MCC"
2009,83,"TRAUMATIC STUPOR & COMA, COMA >1 HR WITH CC"
2009,84,"TRAUMATIC STUPOR & COMA, COMA >1 HR WITHOUT CC/MCC"
2009,85,"TRAUMATIC STUPOR & COMA, COMA <1 HR WITH MCC"
2009,86,"TRAUMATIC STUPOR & COMA, COMA <1 HR WITH CC"
2009,87,"TRAUMATIC STUPOR & COMA, COMA <1 HR WITHOUT CC/MCC"
2009,88,CONCUSSION WITH MCC
2009,89,CONCUSSION WITH CC
2009,90,CONCUSSION WITHOUT CC/MCC
2009,91,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC
2009,92,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC
2009,93,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC
2009,94,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC
2009,95,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC
2009,96,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC
2009,97,NON_BACTERIAL INFECT OF NERVOUS SYS EXCEPT VIRAL MENINGITIS WITH MCC
2009,98,NON_BACTERIAL INFECT OF NERVOUS SYS EXCEPT VIRAL MENINGITIS WITH CC
2009,99,NON_BACTERIAL INFECT OF NERVOUS SYS EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC
2009,100,SEIZURES WITH MCC
2009,101,SEIZURES WITHOUT MCC
2009,102,HEADACHES WITH MCC
2009,103,HEADACHES WITHOUT MCC
2009,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2009,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2009,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2009,984,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2009,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2009,986,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2009,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2009,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2009,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2009,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2009,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2009,9,BONE MARROW TRANSPLANT
2009,10,PANCREAS TRANSPLANT
2009,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH MCC"
2009,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH CC"
2009,113,ORBITAL PROCEDURES WITH CC/MCC
2009,114,ORBITAL PROCEDURES WITHOUT CC/MCC
2009,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT
2009,116,INTRAOCULAR PROCEDURES WITH CC/MCC
2009,117,INTRAOCULAR PROCEDURES WITHOUT CC/MCC
2009,121,ACUTE MAJOR EYE INFECTIONS WITH CC/MCC
2009,122,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC
2009,123,NEUROLOGICAL EYE DISORDERS
2009,124,OTHER DISORDERS OF THE EYE WITH MCC
2009,125,OTHER DISORDERS OF THE EYE WITHOUT MCC
2009,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2009,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2009,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2009,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2009,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2009,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2009,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2009,113,ORBITAL PROCEDURES WITH CC/MCC
2009,114,ORBITAL PROCEDURES WITHOUT CC/MCC
2009,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT
2009,116,INTRAOCULAR PROCEDURES WITH CC/MCC
2009,117,INTRAOCULAR PROCEDURES WITHOUT CC/MCC
2009,121,ACUTE MAJOR EYE INFECTIONS WITH CC/MCC
2009,122,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC
2009,123,NEUROLOGICAL EYE DISORDERS
2009,124,OTHER DISORDERS OF THE EYE WITH MCC
2009,125,OTHER DISORDERS OF THE EYE WITHOUT MCC
2009,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2009,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2009,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2009,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2009,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2009,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2009,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2009,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2009,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH MCC"
2009,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH CC"
2009,13,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITHOUT CC/MCC"
2009,129,MAJOR HEAD & NECK PROCEDURES WITH CC/MCC OR MAJOR DEVICE
2009,130,MAJOR HEAD & NECK PROCEDURES WITHOUT CC/MCC
2009,131,CRANIAL/FACIAL PROCEDURES WITH CC/MCC
2009,132,CRANIAL/FACIAL PROCEDURES WITHOUT CC/MCC
2009,133,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES WITH CC/MCC"
2009,134,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES WITHOUT CC/MCC"
2009,135,SINUS & MASTOID PROCEDURES WITH CC/MCC
2009,136,SINUS & MASTOID PROCEDURES WITHOUT CC/MCC
2009,137,MOUTH PROCEDURES WITH CC/MCC
2009,138,MOUTH PROCEDURES WITHOUT CC/MCC
2009,139,SALIVARY GLAND PROCEDURES
2009,146,"EAR, NOSE, MOUTH & THROAT MALIGNANCY WITH MCC"
2009,147,"EAR, NOSE, MOUTH & THROAT MALIGNANCY WITH CC"
2009,148,"EAR, NOSE, MOUTH & THROAT MALIGNANCY WITHOUT CC/MCC"
2009,149,DYSEQUILIBRIUM
2009,150,EPISTAXIS WITH MCC
2009,151,EPISTAXIS WITHOUT MCC
2009,152,OTITIS MEDIA & UPPER RESPIRATORY INFECTION WITH MCC
2009,153,OTITIS MEDIA & UPPER RESPIRATORY INFECTION WITHOUT MCC
2009,154,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSIS  WITH MCC"
2009,155,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSIS  WITH CC"
2009,156,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSIS  WITHOUT CC/MCC"
2009,157,DENTAL & ORAL DISEASES WITH MCC
2009,158,DENTAL & ORAL DISEASES WITH CC
2009,159,DENTAL & ORAL DISEASES WITHOUT CC/MCC
2009,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2009,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2009,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2009,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2009,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2009,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2009,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2009,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2009,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH MCC"
2009,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH CC"
2009,13,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITHOUT CC/MCC"
2009,129,MAJOR HEAD & NECK PROCEDURES WITH CC/MCC OR MAJOR DEVICE
2009,130,MAJOR HEAD & NECK PROCEDURES WITHOUT CC/MCC
2009,131,CRANIAL/FACIAL PROCEDURES WITH CC/MCC
2009,132,CRANIAL/FACIAL PROCEDURES WITHOUT CC/MCC
2009,133,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES WITH CC/MCC"
2009,134,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES WITHOUT CC/MCC"
2009,135,SINUS & MASTOID PROCEDURES WITH CC/MCC
2009,136,SINUS & MASTOID PROCEDURES WITHOUT CC/MCC
2009,137,MOUTH PROCEDURES WITH CC/MCC
2009,138,MOUTH PROCEDURES WITHOUT CC/MCC
2009,139,SALIVARY GLAND PROCEDURES
2009,146,"EAR, NOSE, MOUTH & THROAT MALIGNANCY WITH MCC"
2009,147,"EAR, NOSE, MOUTH & THROAT MALIGNANCY WITH CC"
2009,148,"EAR, NOSE, MOUTH & THROAT MALIGNANCY WITHOUT CC/MCC"
2009,149,DYSEQUILIBRIUM
2009,150,EPISTAXIS WITH MCC
2009,151,EPISTAXIS WITHOUT MCC
2009,152,OTITIS MEDIA & UPPER RESPIRATORY INFECTION WITH MCC
2009,153,OTITIS MEDIA & UPPER RESPIRATORY INFECTION WITHOUT MCC
2009,154,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSIS  WITH MCC"
2009,155,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSIS  WITH CC"
2009,156,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSIS  WITHOUT CC/MCC"
2009,157,DENTAL & ORAL DISEASES WITH MCC
2009,158,DENTAL & ORAL DISEASES WITH CC
2009,159,DENTAL & ORAL DISEASES WITHOUT CC/MCC
2009,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2009,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2009,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2009,984,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2009,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2009,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2009,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2009,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2009,1,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC
2009,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2009,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2009,7,LUNG TRANSPLANT
2009,9,BONE MARROW TRANSPLANT
2009,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH MCC"
2009,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH CC"
2009,13,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITHOUT CC/MCC"
2009,163,MAJOR CHEST PROCEDURES WITH MCC
2009,164,MAJOR CHEST PROCEDURES WITH CC
2009,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC
2009,166,OTHER RESP SYSTEM O.R. PROCEDURES WITH MCC
2009,167,OTHER RESP SYSTEM O.R. PROCEDURES WITH CC
2009,168,OTHER RESP SYSTEM O.R. PROCEDURES WITHOUT CC/MCC
2009,175,PULMONARY EMBOLISM WITH MCC
2009,176,PULMONARY EMBOLISM WITHOUT MCC
2009,177,RESPIRATORY INFECTIONS & INFLAMMATIONS WITH MCC
2009,178,RESPIRATORY INFECTIONS & INFLAMMATIONS WITH CC
2009,179,RESPIRATORY INFECTIONS & INFLAMMATIONS WITHOUT CC/MCC
2009,180,RESPIRATORY NEOPLASMS WITH MCC
2009,181,RESPIRATORY NEOPLASMS WITH CC
2009,182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC
2009,183,MAJOR CHEST TRAUMA WITH MCC
2009,184,MAJOR CHEST TRAUMA WITH CC
2009,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC
2009,186,PLEURAL EFFUSION WITH MCC
2009,187,PLEURAL EFFUSION WITH CC
2009,188,PLEURAL EFFUSION WITHOUT CC/MCC
2009,189,PULMONARY EDEMA & RESPIRATORY FAILURE
2009,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC
2009,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC
2009,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC
2009,193,SIMPLE PNEUMONIA & PLEURISY WITH MCC
2009,194,SIMPLE PNEUMONIA & PLEURISY WITH CC
2009,195,SIMPLE PNEUMONIA & PLEURISY WITHOUT CC/MCC
2009,196,INTERSTITIAL LUNG DISEASE WITH MCC
