msdrg_year,msdrg,msdrg_name
2010,99,NON_BACTERIAL INFECT OF NERVOUS SYS EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC
2010,100,SEIZURES WITH MCC
2010,101,SEIZURES WITHOUT MCC
2010,102,HEADACHES WITH MCC
2010,103,HEADACHES WITHOUT MCC
2010,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2010,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2010,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2010,984,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2010,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2010,986,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2010,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2010,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2010,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2010,3,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R."
2010,4,"TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R."
2010,10,PANCREAS TRANSPLANT
2010,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC"
2010,14,ALLOGENEIC BONE MARROW TRANSPLANT
2010,15,AUTOLOGOUS BONE MARROW TRANSPLANT
2010,20,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC
2010,21,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC
2010,22,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W/O CC/MCC
2010,23,CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT
2010,24,CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC
2010,25,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC
2010,26,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC
2010,27,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC
2010,28,SPINAL PROCEDURES W MCC
2010,29,SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS
2010,30,SPINAL PROCEDURES W/O CC/MCC
2010,31,VENTRICULAR SHUNT PROCEDURES W MCC
2010,32,VENTRICULAR SHUNT PROCEDURES W CC
2010,33,VENTRICULAR SHUNT PROCEDURES W/O CC/MCC
2010,34,CAROTID ARTERY STENT PROCEDURE W MCC
2010,35,CAROTID ARTERY STENT PROCEDURE W CC
2010,36,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC
2010,37,EXTRACRANIAL PROCEDURES W MCC
2010,38,EXTRACRANIAL PROCEDURES W CC
2010,39,EXTRACRANIAL PROCEDURES W/O CC/MCC
2010,40,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC
2010,41,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM
2010,42,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC
2010,52,SPINAL DISORDERS & INJURIES W CC/MCC
2010,53,SPINAL DISORDERS & INJURIES W/O CC/MCC
2010,54,NERVOUS SYSTEM NEOPLASMS W MCC
2010,55,NERVOUS SYSTEM NEOPLASMS W/O MCC
2010,56,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC
2010,57,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC
2010,58,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC
2010,59,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC
2010,60,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC
2010,61,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC
2010,62,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC
2010,63,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC
2010,64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC
2010,65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC
2010,66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC
2010,67,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC
2010,68,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC
2010,69,TRANSIENT ISCHEMIA
2010,70,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC
2010,71,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC
2010,72,NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC
2010,73,CRANIAL & PERIPHERAL NERVE DISORDERS W MCC
2010,74,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC
2010,75,VIRAL MENINGITIS W CC/MCC
2010,76,VIRAL MENINGITIS W/O CC/MCC
2010,77,HYPERTENSIVE ENCEPHALOPATHY W MCC
2010,78,HYPERTENSIVE ENCEPHALOPATHY W CC
2010,79,HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC
2010,80,NONTRAUMATIC STUPOR & COMA W MCC
2010,81,NONTRAUMATIC STUPOR & COMA W/O MCC
2010,82,"TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC"
2010,83,"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC"
2010,84,"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC"
2010,85,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC"
2010,86,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC"
2010,87,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC"
2010,88,CONCUSSION W MCC
2010,89,CONCUSSION W CC
2010,90,CONCUSSION W/O CC/MCC
2010,91,OTHER DISORDERS OF NERVOUS SYSTEM W MCC
2010,92,OTHER DISORDERS OF NERVOUS SYSTEM W CC
2010,93,OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC
2010,94,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC
2010,95,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC
2010,96,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC
2010,97,NON_BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC
2010,98,NON_BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC
2010,99,NON_BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC
2010,100,SEIZURES W MCC
2010,101,SEIZURES W/O MCC
2010,102,HEADACHES W MCC
2010,103,HEADACHES W/O MCC
2010,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC
2010,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC
2010,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC
2010,986,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC
2010,987,NON_EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC
2010,988,NON_EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC
2010,989,NON_EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC
2010,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2010,9,BONE MARROW TRANSPLANT
2010,10,PANCREAS TRANSPLANT
2010,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH MCC"
2010,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH CC"
2010,113,ORBITAL PROCEDURES WITH CC/MCC
2010,114,ORBITAL PROCEDURES WITHOUT CC/MCC
2010,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT
2010,116,INTRAOCULAR PROCEDURES WITH CC/MCC
2010,117,INTRAOCULAR PROCEDURES WITHOUT CC/MCC
2010,121,ACUTE MAJOR EYE INFECTIONS WITH CC/MCC
2010,122,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC
2010,123,NEUROLOGICAL EYE DISORDERS
2010,124,OTHER DISORDERS OF THE EYE WITH MCC
2010,125,OTHER DISORDERS OF THE EYE WITHOUT MCC
2010,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2010,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2010,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2010,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2010,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2010,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2010,3,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R."
2010,10,PANCREAS TRANSPLANT
2010,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC"
2010,113,ORBITAL PROCEDURES W CC/MCC
2010,114,ORBITAL PROCEDURES W/O CC/MCC
2010,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT
2010,116,INTRAOCULAR PROCEDURES W CC/MCC
2010,117,INTRAOCULAR PROCEDURES W/O CC/MCC
2010,121,ACUTE MAJOR EYE INFECTIONS W CC/MCC
2010,122,ACUTE MAJOR EYE INFECTIONS W/O CC/MCC
2010,123,NEUROLOGICAL EYE DISORDERS
2010,124,OTHER DISORDERS OF THE EYE W MCC
2010,125,OTHER DISORDERS OF THE EYE W/O MCC
2010,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC
2010,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC
2010,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC
2010,988,NON_EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC
2010,989,NON_EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC
2010,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2010,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2010,9,BONE MARROW TRANSPLANT
2010,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH MCC"
2010,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH CC"
2010,13,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITHOUT CC/MCC"
2010,129,MAJOR HEAD & NECK PROCEDURES WITH CC/MCC OR MAJOR DEVICE
2010,130,MAJOR HEAD & NECK PROCEDURES WITHOUT CC/MCC
2010,131,CRANIAL/FACIAL PROCEDURES WITH CC/MCC
2010,132,CRANIAL/FACIAL PROCEDURES WITHOUT CC/MCC
2010,133,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES WITH CC/MCC"
2010,134,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES WITHOUT CC/MCC"
2010,135,SINUS & MASTOID PROCEDURES WITH CC/MCC
2010,136,SINUS & MASTOID PROCEDURES WITHOUT CC/MCC
2010,137,MOUTH PROCEDURES WITH CC/MCC
2010,138,MOUTH PROCEDURES WITHOUT CC/MCC
2010,139,SALIVARY GLAND PROCEDURES
2010,146,"EAR, NOSE, MOUTH & THROAT MALIGNANCY WITH MCC"
2010,147,"EAR, NOSE, MOUTH & THROAT MALIGNANCY WITH CC"
2010,148,"EAR, NOSE, MOUTH & THROAT MALIGNANCY WITHOUT CC/MCC"
2010,149,DYSEQUILIBRIUM
2010,150,EPISTAXIS WITH MCC
2010,151,EPISTAXIS WITHOUT MCC
2010,152,OTITIS MEDIA & UPPER RESPIRATORY INFECTION WITH MCC
2010,153,OTITIS MEDIA & UPPER RESPIRATORY INFECTION WITHOUT MCC
2010,154,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSIS  WITH MCC"
2010,155,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSIS  WITH CC"
2010,156,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSIS  WITHOUT CC/MCC"
2010,157,DENTAL & ORAL DISEASES WITH MCC
2010,158,DENTAL & ORAL DISEASES WITH CC
2010,159,DENTAL & ORAL DISEASES WITHOUT CC/MCC
2010,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2010,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2010,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2010,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2010,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2010,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2010,3,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R."
2010,4,"TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R."
2010,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC"
2010,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC"
2010,13,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC"
2010,129,MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE
2010,130,MAJOR HEAD & NECK PROCEDURES W/O CC/MCC
2010,131,CRANIAL/FACIAL PROCEDURES W CC/MCC
2010,132,CRANIAL/FACIAL PROCEDURES W/O CC/MCC
2010,133,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC"
2010,134,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC"
2010,135,SINUS & MASTOID PROCEDURES W CC/MCC
2010,136,SINUS & MASTOID PROCEDURES W/O CC/MCC
2010,137,MOUTH PROCEDURES W CC/MCC
2010,138,MOUTH PROCEDURES W/O CC/MCC
2010,139,SALIVARY GLAND PROCEDURES
2010,146,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC"
2010,147,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC"
2010,148,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC"
2010,149,DYSEQUILIBRIUM
2010,150,EPISTAXIS W MCC
2010,151,EPISTAXIS W/O MCC
2010,152,OTITIS MEDIA & URI W MCC
2010,153,OTITIS MEDIA & URI W/O MCC
2010,154,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC"
2010,155,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC"
2010,156,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC"
2010,157,DENTAL & ORAL DISEASES W MCC
2010,158,DENTAL & ORAL DISEASES W CC
2010,159,DENTAL & ORAL DISEASES W/O CC/MCC
2010,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC
2010,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC
2010,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC
2010,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC
2010,987,NON_EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC
2010,988,NON_EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC
2010,989,NON_EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC
2010,1,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC
2010,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2010,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2010,5,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT
2010,7,LUNG TRANSPLANT
2010,9,BONE MARROW TRANSPLANT
2010,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH MCC"
2010,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH CC"
2010,13,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITHOUT CC/MCC"
2010,163,MAJOR CHEST PROCEDURES WITH MCC
2010,164,MAJOR CHEST PROCEDURES WITH CC
2010,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC
2010,166,OTHER RESP SYSTEM O.R. PROCEDURES WITH MCC
2010,167,OTHER RESP SYSTEM O.R. PROCEDURES WITH CC
2010,168,OTHER RESP SYSTEM O.R. PROCEDURES WITHOUT CC/MCC
2010,175,PULMONARY EMBOLISM WITH MCC
2010,176,PULMONARY EMBOLISM WITHOUT MCC
2010,177,RESPIRATORY INFECTIONS & INFLAMMATIONS WITH MCC
2010,178,RESPIRATORY INFECTIONS & INFLAMMATIONS WITH CC
2010,179,RESPIRATORY INFECTIONS & INFLAMMATIONS WITHOUT CC/MCC
2010,180,RESPIRATORY NEOPLASMS WITH MCC
2010,181,RESPIRATORY NEOPLASMS WITH CC
2010,182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC
2010,183,MAJOR CHEST TRAUMA WITH MCC
2010,184,MAJOR CHEST TRAUMA WITH CC
2010,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC
2010,186,PLEURAL EFFUSION WITH MCC
2010,187,PLEURAL EFFUSION WITH CC
2010,188,PLEURAL EFFUSION WITHOUT CC/MCC
2010,189,PULMONARY EDEMA & RESPIRATORY FAILURE
2010,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC
2010,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC
2010,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC
2010,193,SIMPLE PNEUMONIA & PLEURISY WITH MCC
2010,194,SIMPLE PNEUMONIA & PLEURISY WITH CC
2010,195,SIMPLE PNEUMONIA & PLEURISY WITHOUT CC/MCC
2010,196,INTERSTITIAL LUNG DISEASE WITH MCC
2010,197,INTERSTITIAL LUNG DISEASE WITH CC
2010,198,INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC
2010,199,PNEUMOTHORAX WITH MCC
2010,200,PNEUMOTHORAX WITH CC
2010,201,PNEUMOTHORAX WITHOUT CC/MCC
2010,202,BRONCHITIS & ASTHMA WITH CC/MCC
2010,203,BRONCHITIS & ASTHMA WITHOUT CC/MCC
2010,204,RESPIRATORY SIGNS & SYMPTOMS
2010,205,OTHER RESPIRATORY SYSTEM DIAGNOSIS WITH MCC
2010,206,OTHER RESPIRATORY SYSTEM DIAGNOSIS WITHOUT MCC
2010,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT 96+ HOURS
2010,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <96 HOURS
2010,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2010,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2010,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
2010,984,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC
2010,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC
2010,986,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC
